Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	ShowRet	SJF	F1	Time
80	-62.49454	30.496212	-14.036265	-153.44214	213.68	41.532127	342.0	135.0	-65.447525	15.273804	-40.38206	-180.953	4147200	1.4281906e-08	860.4851	-0.0029559233	-59.034058	1.3558632	0.0020573665	0.022510296	79.0	-16.946064	67.4449	57.287167	21021.671875715256
81	-56.51384	25.948744	-17.270992	-149.81842	213.4	36.630863	299.0	111.0	-62.980522	10.403051	-33.916847	-188.27692	4198400	3.5751615e-09	689.04297	-0.0035793437	-91.75964	1.331025	0.0019419092	0.023289597	79.0	-10.655112	65.35769	53.137505	21307.432302713394
82	-60.989803	32.067688	-14.054866	-169.43483	214.75	40.377316	331.0	145.0	-58.340153	10.709346	-41.105053	-154.5803	4249600	-6.181675e-08	1034.9718	-0.003778376	-61.770386	1.3312788	0.0023225148	0.023003493	79.0	-10.010112	69.99864	58.71348	21598.662872314453
83	-66.398766	35.749332	-22.21491	-163.90785	217.95	43.83044	304.0	116.0	-64.05913	12.464168	-41.739048	-163.7222	4300800	3.9205883e-08	1223.6282	-0.0031139243	-78.78125	1.3481517	0.002020459	0.020509291	79.0	-13.358869	75.90726	60.998447	21891.864179372787
84	-67.39226	40.877197	-20.348965	-277.1037	221.61	40.477375	304.0	133.0	-69.17555	15.850964	-45.154034	-224.17336	4352000	1.7902103e-08	1620.9209	-0.0033481477	-131.74475	1.3463922	0.001290993	0.025404992	79.0	-16.79694	78.977165	63.062496	22189.29639816284
85	-58.494396	27.8453	-20.197693	-142.1073	219.41	46.118996	352.0	123.0	-68.99087	13.566695	-37.280224	-222.14189	4403200	-1.0570785e-07	840.5811	-0.0029162792	-131.32758	1.3250722	0.0020194582	0.020965315	79.0	-11.869314	68.63631	61.503624	22485.66928577423
86	-64.41306	32.847607	-16.866518	-174.06271	215.67	38.698334	326.0	140.0	-61.116608	11.228362	-33.99997	-197.3439	4454400	1.1320101e-07	1028.466	-0.0027980898	-78.179504	1.319481	0.0027224675	0.024481848	79.0	-12.604689	76.32701	62.479336	22774.866792440414
87	-65.81978	39.153603	-16.98435	-270.64853	224.29	46.938957	353.0	127.0	-66.85184	14.867595	-20.370804	-269.5994	4505600	-3.265513e-08	1349.3405	-0.0035905621	-78.93225	1.2698494	0.0017815289	0.02447724	79.0	-14.439781	74.03161	61.76509	23073.79305076599
88	-62.650093	31.206816	-17.649267	-138.62418	215.62	39.230034	310.0	135.0	-67.57355	15.935755	-36.976067	-173.43604	4556800	-2.5476135e-08	933.8668	-0.0029347502	-92.93451	1.2912045	0.0017657323	0.015768481	79.0	-11.016471	74.993324	61.411556	23362.29714846611
89	-59.48977	31.921238	-16.170332	-200.18665	215.98	42.204258	342.0	133.0	-64.58814	12.905167	-23.19612	-193.75041	4608000	-4.8747868e-08	961.313	-0.003113294	-66.815735	1.2439605	0.0027816144	0.024446707	79.0	-11.414763	68.32904	56.61529	23652.398464679718
90	-61.45125	34.590435	-15.118294	-217.67946	217.26	34.987034	290.0	131.0	-61.621532	12.850667	-37.877934	-185.23616	4659200	1.3695406e-08	1069.8445	-0.003455852	-61.68225	1.2990956	0.0019086514	0.025177207	79.0	-15.641901	72.62593	51.208916	23943.491842985153
