Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpLen	StdEpLen	MaxEpLen	MinEpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	ShowRet	SJF	F1	Time
77	-244.51833	429.82794	-1.1956993	-2470.9656	256.0	0.0	256.0	256.0	-277.12982	334.9788	-96.91259	-2966.2766	1996800	2.3841857e-09	69208.42	-0.0033369488	-5442.211	0.9611459	0.0015674141	0.028945312	79.0	111.318405	516.18445	395.81677	17753.834841489792
78	-241.86337	293.04047	-3.2591186	-2260.0605	256.0	0.0	256.0	256.0	-211.30568	213.50468	-87.28163	-2395.4087	2022400	2.9802323e-09	56721.523	-0.0045542107	-7858.0	1.0808383	0.0017275548	0.035742186	79.0	69.96797	399.55212	346.62958	17977.849047899246
79	-275.97232	380.5391	-1.1965457	-2289.4194	256.0	0.0	256.0	256.0	-258.79172	251.76534	-119.13121	-2812.6743	2048000	-7.152557e-09	74982.17	-0.0031585407	-10424.4375	1.0645394	0.0015908577	0.023867188	79.0	76.47943	469.61072	363.37747	18200.143093585968
80	-281.98602	474.08298	-1.1956993	-2393.978	256.0	0.0	256.0	256.0	-296.7306	378.75708	-73.58157	-2866.2705	2073600	1.1920929e-09	67908.766	-0.0030595427	-6689.961	1.0031683	0.0017351328	0.024765626	79.0	138.42587	555.2573	443.77722	18436.11388516426
81	-254.73016	340.28986	-1.0004466	-2115.7556	256.0	0.0	256.0	256.0	-248.04408	257.723	-87.47546	-2871.3784	2099200	2.3841857e-09	67234.37	-0.003109514	-8454.379	0.9956148	0.002179254	0.029765625	79.0	146.89737	524.6615	413.3301	18647.34758090973
82	-264.03406	340.03418	-1.1961458	-1639.3751	256.0	0.0	256.0	256.0	-261.85358	253.70232	-86.119194	-2174.1042	2124800	3.5762786e-09	70259.76	-0.0034662308	-7145.9688	0.9783292	0.0020775197	0.025820313	79.0	148.04585	537.0571	424.1689	18871.104212522507
83	-299.54224	418.0331	-1.0004466	-2459.255	256.0	0.0	256.0	256.0	-274.17297	250.59041	-86.17757	-1909.2281	2150400	-9.536743e-09	107173.42	-0.0030310357	-16812.602	0.99995536	0.0016963157	0.026367188	79.0	150.80731	588.23724	483.424	19093.594745874405
84	-273.0384	393.0377	-1.1961458	-2621.274	256.0	0.0	256.0	256.0	-288.0986	261.50433	-80.08222	-2771.544	2176000	2.9802322e-10	80811.92	-0.0035369536	-17002.383	1.0580192	0.0029023169	0.02953125	79.0	-10.415474	362.0421	276.14902	19319.99244070053
85	-238.57654	369.07632	-1.6910744	-2192.1975	256.0	0.0	256.0	256.0	-250.71715	270.60266	-80.48697	-3055.0447	2201600	4.172325e-09	70534.87	-0.0029588286	-8806.176	0.9596669	0.0013396321	0.019414062	79.0	56.39623	432.68805	301.89725	19549.103910684586
86	-262.5201	374.90204	-1.1969923	-2386.4465	256.0	0.0	256.0	256.0	-256.6316	278.68466	-64.9899	-2939.7454	2227200	1.1920929e-09	80916.06	-0.0034924822	-14123.656	1.0796385	0.0024516962	0.026328124	79.0	109.13042	421.73233	393.29044	19777.048616170883
87	-283.98972	322.3412	-1.000883	-1362.0066	256.0	0.0	256.0	256.0	-269.78983	249.36662	-81.385025	-2651.5068	2252800	4.172325e-09	79300.58	-0.003083731	-16627.828	0.95228	0.002063462	0.02375	79.0	158.87282	546.4175	485.13382	20008.1935172081
88	-267.27936	412.937	-1.1956993	-2190.5796	256.0	0.0	256.0	256.0	-281.3315	221.42188	-96.43069	-2071.9065	2278400	4.7683715e-09	101797.59	-0.0030620992	-12235.805	0.91486067	0.001182607	0.023789063	79.0	138.34352	498.6731	430.50195	20238.17298436165
89	-292.90894	375.06488	-2.7967372	-2083.1584	256.0	0.0	256.0	256.0	-259.17657	274.78516	-61.049797	-2642.2075	2304000	-7.152557e-09	79232.58	-0.0035624478	-8681.672	1.0236871	0.0024073818	0.0303125	79.0	42.25364	492.43936	357.43457	20468.019032478333
